token0,token1Price,token0Price,volumeToken1,volumeToken0,blockNumber,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003747384549277569148257617324283496,2668.527840818425437800536500637773,7650350.323761709713600061,11771654467.617045,12476571,170092276341693,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",238538,63740116831431096097082,1599678405,sushiv2,339418208.3655424544494523248030989,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,11750695819.86397175884343898703006
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004081006929328404986065975762808179,2450.375648258372368810379663846341,7689228.437797537632014284,11872027338.749223,12478571,178569419424697,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",239549,72874303803833873842349,1599678405,sushiv2,357253589.4201717508683884406392324,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,11850893346.73259553302213777395914
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004592721537580094541601214580015516,2177.358221737301549022623516945005,7750658.081181299804461465,12016406466.672232,12480071,155962719845981,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",240731,71629334249620738406873,1599678405,uniswapv2,311508825.389269842010226860744295,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,11995069115.06626556562442939489251
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004137013365229433898508706764030358,2417.202729884197933742179244986135,7795313.693827081950800753,12115855089.052482,12480571,164487414243052,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",241200,68048663113553647109538,1599678405,sushiv2,328147370.9319098117972054305093854,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12094346832.67499698432179269383136
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004521451912087050139289037043293892,2211.67894615163896487657019887789,7843478.02820093787507503,12228000855.4233,12482571,158575652692499,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",242357,71699218807695158426282,1599678405,sushiv2,316773525.7932029903294999948441272,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12206331696.11185050343921879051098
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004138495670523816142020371284196033,2416.336948525618175118698194180411,7876732.45288574896143239,12306167213.169515,12484571,170354817434816,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",243433,70501267440686112649001,1599678405,sushiv2,340055601.7042507330655928199338292,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12284379505.9049359892616127313238
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004232483450189262321342681771276543,2362.67905537890145261908928031173,7899727.124382158271672081,12359847469.188484,12486571,177328553999413,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",244306,75054017004850844598512,1599678405,uniswapv2,354263798.0800004806816548644907976,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12337986908.85432741806455480139207
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004400584296923756787682860916197593,2272.425506537968955618862604936787,7915693.605940438025679106,12396954271.574419,12488571,175603286970653,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",244911,77275706713125173294385,1599678405,sushiv2,350993384.2628589474311449865199203,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12375049586.24765610853671482239139
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004968254249474470653757813573500664,2012.779438785318738990574697523585,7993955.170488813796793903,12560649007.547015,12490571,159938868049635,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",246497,79461696084373573093391,1599678405,sushiv2,319158516.6921697895672021239038738,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12538543459.89691885730536750552676
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005090260399493659841102249950701198,1964.53603846960825223775542917638,8169246.25717406857982075,12892386908.769077,12492571,150505342209819,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",248811,76611138336288324797812,1599678405,sushiv2,300652935.6633282780465498184838981,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12869635832.96356023681263333048985
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004798193260871272192644338972299143,2084.117803580126347713147249446523,8182835.860220026524882889,12920520796.013973,12493071,155015067672443,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",249210,74379225303942020823806,1599678405,uniswapv2,309777982.2909435780009523449922894,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12897712842.15522366713607745489969
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004632398039152848374864866811534045,2158.70914275508888663614143502322,8209691.181554525923637339,12977670576.049847,12494571,144410279152419,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",250029,66896589397918123418857,1599678405,sushiv2,287457224.5336341397044125370216104,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,12954757445.56494744459041304027367
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004442138172200696428617288477825038,2251.168156492949042552857348473286,8231342.775277350033989328,13025501406.682018,12496571,145602056420374,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",250951,64678445277586283663923,1599678405,sushiv2,291252533.1811106900308183171487982,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13002524819.01121102799129967911202
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003937745651408664121336137021207316,2539.524104717800528435796633465555,8268268.58465026334655514,13115529271.999103,12498571,158076857945326,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",252117,62246645996255259253303,1599678405,sushiv2,315956569.2410786301157853451670775,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13092407014.88532822858693896125295
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003833970922055090888485453255820684,2608.261826524178458173004333377626,8286668.55651373866537194,13163581195.109514,12499571,162690764105150,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",252717,62375165886606922919123,1599678405,uniswapv2,325202854.6925017482084235809504602,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13140350340.51814982471268708364092
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003708930963776275729935852216721413,2696.194698058878237662998966488177,8300004.619097487093065655,13198963800.932164,12500571,165881270010183,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",253243,61524217865130065795607,1599678405,sushiv2,331566851.9027784872251730576015549,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13175675243.46898033697571420924292
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003868723427111139220323760327473766,2584.831970650127270034497588039987,8326323.656819110212812358,13267519291.502789,12502571,162719127369825,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",254183,62951530009472334733792,1599678405,sushiv2,325241909.4444604873832708787368307,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13244170921.09419282195229518622667
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003871124420386798418937781489368644,2583.228776459944212671602482051409,8358177.130213985493608651,13347098251.972447,12504571,164159202814228,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",255270,63548069884538725435039,1599678405,sushiv2,328095979.3719167489310319924611813,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13323632063.2861266429767842304576
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003823462078791394382854967438793641,2615.430673543131936409225525615232,8370972.666743682802846312,13380018148.976977,12506071,165563748139926,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",255768,63302671263557631900858,1599678405,uniswapv2,330895904.2713665691816328173693563,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13356492850.12460972144345077264447
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003712335517544258570415520981650901,2693.72203906156758457766549404642,8376962.117005000793732464,13396121660.088528,12506571,170549499358443,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",255993,63313696396773968942594,1599678405,sushiv2,340793272.5399170715670743725997634,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13372551836.59710003481306516848126
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003482908428856654741246611644528698,2871.163627831217865519938752672829,8395472.493760152049148659,13447915411.301814,12508571,176699850382706,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",256808,61542939827563651745408,1599678405,sushiv2,353321314.0211782549695849969763879,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13424235933.58182247571910236602889
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003613405669101193680069602359506657,2767.472272906302703930922607442156,8410277.331690495221349024,13489473473.004241,12510571,172520901356677,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",257546,62338800300066448769912,1599678405,sushiv2,344597439.1608392287842311931352979,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13465752940.93786710646980475492466
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003539171190818882800974313888191013,2825.520287332082976438264831464338,8436242.986174584244381358,13560331912.643771,12512571,184151786444847,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",258299,65174469732343375704631,1599678405,uniswapv2,367911986.6981640350036304540476797,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13536444228.8519894163987231052514
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003731906779738748589988997894847436,2679.595335631627985008957603525131,8458032.797762018024340637,13619978582.933199,12514571,183043736067247,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",259098,68310215961806918109341,1599678405,sushiv2,365565393.5697624714535374813231627,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13595991466.49785208336567275615813
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.00035664588121226047917310207854271,2803.901720667404756083111053538039,8465681.935958931988526039,13641137618.302396,12516571,187519365629859,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",259628,66878009399425133363609,1599678405,sushiv2,374812486.6216044746201683197106777,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13617118378.20187198246251486301865
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000363633090654985320622076905095933,2750.024752144460109496672104848465,8472161.395596926171863147,13659287029.879994,12518571,202675307192632,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",260139,73699448353905350456624,1599678405,sushiv2,404984163.5453653495522975949379277,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13635250522.93016049136376563351778
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003592623947650836752338483242232966,2783.480861262657601513640325665056,8474921.362852986044703826,13666880919.91165,12519071,203871804746401,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",260295,73243472798271575795928,1599678405,uniswapv2,407285266.1611005171712720364663478,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13642835738.20225847455520000287861
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003698975521114534034497541175084926,2703.451251006633201548777004317361,8483415.399547698779174127,13690030911.727392,12520571,209215558462602,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",260897,77388322938947149395602,1599678405,sushiv2,418056046.4481449937523623635322514,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13665965537.57298552862479262951496
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004038064567840322850201505455857001,2476.433903420295657680160482309381,8506102.601376904983053638,13747856889.836862,12522571,199667610706542,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",261982,80627070413942234101916,1599678405,sushiv2,399488251.2374112349356789533631248,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13723745788.96342092681143988225107
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003953976060307134039322257453153431,2529.099783983828007167043428765713,8528991.486279834381207498,13805583406.123913,12524571,205442392595549,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",262880,81231430209502036044284,1599678405,sushiv2,410844436.4846600768413076242573746,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13781402679.9785471456741826021733
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000420124377759827667749405692452254,2380.247500352549390726664957916588,8540215.199484465893950439,13832642230.140198,12525571,200233056589698,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",263391,84122788306695233263031,1599678405,uniswapv2,400175364.7142245790809171556438892,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13808444107.14991414000484580847878
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003986269658412104154705287255902758,2508.611021559292358208030862311284,8554529.135570543716217107,13868168980.899802,12526571,198574408914262,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",263893,79157114119204067299411,1599678405,sushiv2,396899474.8210569022007803380567025,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13843895687.19938122965488476973507
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004111206891307150664468273368446729,2432.375763220351677526497270108522,8566505.888046734316917602,13898048059.50244,12528571,197162450453381,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",264400,81057562501094461911342,1599678405,sushiv2,394402219.1618425971711701089406254,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13873742905.51927134293293912265056
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004282183784437048445337591572138549,2335.257079890754059184056276742039,8582772.252871319816482584,13936516399.143532,12530571,193693590522082,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",265095,82943155248304911692782,1599678405,sushiv2,387065717.2717547124909081878082301,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13912182752.78078731094252828712114
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000440868008372690116134605123708257,2268.252585827558347951863414385376,8599017.824241700772881493,13973203375.906886,12532071,192677918647023,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",265723,84945530251308241017317,1599678405,uniswapv2,385149610.974586296950044130127068,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13948815767.11316116868424287818193
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004548679061954291012527447881190346,2198.440440355800262996742335953988,8604120.748103284286907592,13984717627.431686,12532571,187870853357114,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",265964,85456421701698947406451,1599678405,sushiv2,375389886.170161882107763644489298,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,13960321148.10448167553442912009619
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004089461552958960862702426023885353,2445.309699210749225126900039925252,8623927.100247263956429652,14030666575.692174,12534571,199264600587411,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",266770,81488492296794085300723,1599678405,sushiv2,398417697.3270354729081760943132962,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14006200397.25590634398031345261319
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004233272356297044473277168016077451,2362.238750153856161364740714487633,8633012.976788292404259788,14052517130.054009,12536571,191017484764997,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",267311,80862903782505364467168,1599678405,sushiv2,381796281.9756090734827900345253943,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14028037219.36478316346109644914917
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004171033916653000862205687351463544,2397.487097881090175713794644298448,8642119.297862912240662692,14074594461.127693,12538571,193407281202524,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",267903,80670832962337199018609,1599678405,uniswapv2,386086113.7990108246034305822188042,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14050084627.62936061858609252111696
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0004235419134956721837687789522860332,2361.041417947454575522613894563472,8653597.144022679981690093,14101416637.883295,12540571,192543802862765,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",268640,81550370696228971805577,1599678405,sushiv2,384783337.2956074658831758238760794,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14076886308.76547949013395726224488
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003962485971471289194345327808446336,2523.668240593657972624207438436994,8666301.679179565807733515,14133115212.338167,12542571,199098412231155,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",269425,78892466540815942692236,1599678405,sushiv2,398292701.2503730194110881850017236,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14108540219.77338381309719785166699
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003831169374172185371356321683419743,2610.169121578117694698993969313778,8676515.327481677495265841,14159739790.946114,12544571,203347598950371,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",270060,77905909341010940297744,1599678405,sushiv2,406619923.9962812356585131830212307,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14135133031.98390924864858331972482
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003726401060266741459500502532955765,2683.554410346852139403124306908373,8678837.663211633295786099,14165883914.046006,12545071,206036994678986,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",270198,76777647542594639879693,1599678405,uniswapv2,411791615.8153260227522280298430932,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14141267479.99690122924119684055827
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003781125928167711526056817778804237,2644.71487857741902525934849561589,8687265.565969450089046694,14188429443.689359,12546571,203732446884756,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",270738,77033803732500201912790,1599678405,sushiv2,407543655.7081370134393197974094901,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14163784591.84375673560947077633674
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.00038743436923333658639454663885848,2581.082318480989131354848740362595,8698929.574605797607261303,14219070521.587314,12548571,201566777824955,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",271429,78093897425007536746618,1599678405,sushiv2,403022067.676285455437940378136624,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14194399605.20938976329503239796895
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003934493535698680960809512927988555,2541.623187144013510137965992213858,8708954.097446029551619734,14244966470.750835,12550571,200116241896671,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",272071,78735606013076559568394,1599678405,sushiv2,400166086.1047777018383617911049424,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14220277515.5492753625816401034437
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003823078691356298421049381705724037,2615.692955159220061716165891141187,8712163.321641460160283623,14253254582.854912,12551571,203737811576033,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",272353,77890568605989634918540,1599678405,uniswapv2,407320668.870780803817316569500816,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14228554879.05742063029492469574362
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003799067918473922459837714427732506,2632.224591556388607507983266486877,8717745.070159558644083781,14267802028.726462,12552571,204415992887279,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",272764,77659024060105516939443,1599678405,sushiv2,408198853.3659427223164477360525132,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14243085831.31539804037126576621352
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000371341717332337717140330375500313,2692.937403273318012353393216413962,8722523.246898598539447095,14280525326.95023,12554571,206789322105493,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",273340,76789501996643716989017,1599678405,sushiv2,413480340.5457275479858520039017377,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14255796658.66796389142229286981858
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003613646351904292283838070691858394,2767.287948564827023648818332211888,8730219.033142742151937892,14301555170.438872,12556571,207432773645487,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",273933,74958868574940292179068,1599678405,sushiv2,414714279.2282878795043168095276212,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14276805102.2277005300115818609874
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003685307144977615804516172330205217,2713.478037679472445392740912162038,8733501.98566614078039723,14310509537.374812,12558071,205690939159797,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",274260,75803428774275595465816,1599678405,uniswapv2,411267632.2699905408126495110343331,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14285755822.4216022568127949166593
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0003690940037940071657296010082462855,2709.336889033027978328412281584602,8734739.122711977754616112,14313855574.256062,12558571,205540782477302,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",274377,75863870347500505956553,1599678405,sushiv2,411008809.8218098231284963082694294,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,14289099924.35614629658141136818558
