token0,volumeToken1,token0Price,token1Price,blockNumber,volumeToken0,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",236569769.401731,0.002620289014880997547678294447612417,381.6372905129382353528092866075319,10880571,641247.61704087325715685,125207747966864450550357,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",11913,47783945685301,1599581639,sushiv2,95048463.23354011203156991172591671,0x06da0fd433c1a5d7a4faa01111c044910a184553,234374700.6229326951598084073447531
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",238688883.846782,0.002600794054711261994299550860316446,384.4979567638311804861020163457971,10881071,646796.218400339740660953,123971996000840441262215,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",11980,47666979158257,1599581639,uniswapv2,94383407.52193676959286936936232393,0x06da0fd433c1a5d7a4faa01111c044910a184553,236481498.8171261700407118835100644
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",241826293.077119,0.00257526036296021811087835381754702,388.3102518032456182303440464840471,10882571,654808.58052511362476251,117449758339861587252543,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12092,45606945235182,1599581639,sushiv2,90698082.22730067332902038205435481,0x06da0fd433c1a5d7a4faa01111c044910a184553,239590678.5491172614799903537890831
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",247025116.765379,0.002589272189771296096665534195512308,386.2089138215814560977306907635798,10884571,668298.952490342849873855,104857490835135205688314,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12308,40496897641494,1599581639,sushiv2,80443051.49550599826233819168544612,0x06da0fd433c1a5d7a4faa01111c044910a184553,244757412.4195646948920317661685151
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",249597005.748489,0.002596586517547964566205653540745162,385.1210014539898103851925712743428,10886571,674959.450151338775514461,99528415383670841601361,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12470,38330483005688,1599581639,sushiv2,76191118.47723496951313425623563977,0x06da0fd433c1a5d7a4faa01111c044910a184553,247313165.5508148810540239048270893
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",250671276.254099,0.002650537907850251366421126740135298,377.2819083395269252824713288711888,10887571,677775.578196076856710862,106610981927590074382205,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12535,40222394711592,1599581639,uniswapv2,80155845.64325927591935941629273776,0x06da0fd433c1a5d7a4faa01111c044910a184553,248382730.6187852403015946240424739
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",252021924.783332,0.002632892261252520000070086651519788,379.810452070788423581630507318092,10888571,681348.406045545224253918,99079158200131213295883,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12608,37631299866785,1599581639,sushiv2,74629794.81976900939276959117070425,0x06da0fd433c1a5d7a4faa01111c044910a184553,249725175.3302805305030992038015476
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",253219843.794223,0.002618933077184524190664262494427123,381.8348810482194034342605590355205,10890571,684480.177778075120126378,75889069092948253622635,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12790,28977093669966,1599581639,sushiv2,57754528.47867016546693129955130098,0x06da0fd433c1a5d7a4faa01111c044910a184553,250916585.7900838545612478417454711
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",255020889.662898,0.002594248406258535723613179037772537,385.4680984240114152908733021705385,10892571,689201.000270578303033883,82728899024354545779370,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",12976,31889351391630,1599581639,sushiv2,63362966.69752929222143614444720196,0x06da0fd433c1a5d7a4faa01111c044910a184553,252707231.3190332510282309830288825
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",256459597.284375,0.002603103168046999183389302461744518,384.1568833210167028579839475126588,10894071,692933.512346078540639609,77694350172822013127452,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",13123,29846819414043,1599581639,uniswapv2,59474563.04894097088920689423437522,0x06da0fd433c1a5d7a4faa01111c044910a184553,254138137.7516923619182119393652832
