totalValueLockedUSD,inputTokenWeights,fees,cumulativeVolumeUSD,id,rewardTokenEmissionsUSD,blockNumber,exchange,inputTokens,inputTokenBalances
92701515.08475859753201393977185391,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",28967477936.75203042653570424167741,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13152571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3955.119115728865064823417011674863'}]","['79531363237131', '3329900178038139724369']"
97796427.00616282707575213893831838,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29073830243.90421249581503956771478,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13154571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3944.355904980957169066773994084017'}]","['64803116777956', '8364688943647978042467']"
98183022.40367815703908289012047605,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29197661908.05809315357123572285859,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13156571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3924.712248123268265836309372632207'}]","['64541160063249', '8571803539613925265704']"
96802014.90212769118922875104095026,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29258740550.31735149432807501274238,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13158571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3938.180898275047644156739010285375'}]","['64411674167840', '8224696013449991582084']"
96306701.72512231550184236694159211,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29334564891.85637903177671828910882,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13160571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3858.727733025218130193776763009941'}]","['57464018289142', '10066189201052518268465']"
96084321.56951458480635751172875059,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29527300376.5812135478088245036115,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13164571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3876.759654033317585987245458310061'}]","['57953454512259', '9835757297356531227678']"
97851694.72297407215593972647189284,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29624401240.92975572781784864822774,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13166571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3911.990972918898913063420205622007'}]","['61297050018454', '9344255893628796843731']"
97941816.09211758815877530889147064,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29705176807.04261332792721625604193,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13168571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3946.699364139801670560955418973803'}]","['64488840342488', '8476190523551771237367']"
97148440.84809153771417029537636347,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29793235419.98986264863896162572288,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13170571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3934.888546271025231504814320838264'}]","['63390365535693', '8579169375557039309352']"
97936855.77768264842987631197113765,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29882690180.93621640284965744852256,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13172571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3906.052119037119117247387629273178'}]","['61090374908297', '9433176963974734211204']"
98810885.95884785159009879319590615,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",29964325542.12588448223243196140538,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13174571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3944.717145119151542530646944441266'}]","['63920882178018', '8844741586605187882684']"
99540752.75925623588981246141863265,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30060112337.30001012255449706444946,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13176571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3917.715662418142952624686048368979'}]","['62554662472275', '9440728596457713464240']"
96987111.03299706795828191923437325,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30209263949.7874182774010332306521,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13178571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3752.74273561136223552272881293147'}]","['48943546454556', '12802253701682072143294']"
90142452.24247810416148912000813993,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30457032631.6669399609888039962671,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13180571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3445.17326064397646107132838271264'}]","['41036675024281', '14253500042844923754580']"
71899725.65639214367249642581174545,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30642018623.89678497989699384805299,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13182571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3504.354315005028110929369576477219'}]","['45344489075045', '7577783007740483495869']"
68889137.42477525867940077033605053,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30850467968.5545067876435816399031,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13184571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3346.730190571804564897528093181084'}]","['38697201333523', '9021323612016009171218']"
71578354.57880093645191317101890294,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",30965617342.88972967466255856608305,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13186571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3461.010801693882073529699064832589'}]","['42980852217117', '8262760216664968235011']"
72724924.82160283585111664183065146,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31211539496.08788820222126346890101,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13190571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3541.117691228983581950030687917309'}]","['46912429095343', '7289363974034234147177']"
71699051.34434593005312778084561622,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31328947128.76781032769138788022136,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13192571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3519.921095182295439530689634092625'}]","['45188657271786', '7531530780290677606566']"
74404142.52840872523871602330903461,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31429560644.90295050036124363129092,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13194571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3436.50165692177268191403905662214'}]","['42892522974860', '9169679720677068973976']"
74534604.24735426281347802021541564,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31504947965.50746789692997210372703,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13196571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3428.98328175142213552351885881751'}]","['42490682202390', '9345021369890489967426']"
69879821.58185956018301075636979556,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31610781976.32812370729049673593647,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13198571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3259.512945763227207256987306553448'}]","['37904494875061', '9809848047500672605582']"
71738660.85899355303074291101125313,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31858837644.68555741447219038281953,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13202571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3240.262140673763293706580096553939'}]","['38453235854831', '10267085940552766939659']"
73396419.65539872982766021772496228,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",31954848014.73583210412105091543249,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13204571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3330.666259435435652354887543932465'}]","['43289524351144', '9039301136511346824933']"
72946127.39474982890783937205319688,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32052075031.05648840878374346693684,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13206571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3287.358068889467993697229088231923'}]","['40740565227814', '9796791676489163111964']"
73337717.90274735920275251909285068,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32139623919.22558058198468587385617,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13208571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3312.434313581307175059304181864876'}]","['43147200045401', '9114299333744448988990']"
72474432.05491144405307011509006967,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32228744669.24825041338861599729883,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13210571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3427.302155000113886016779705434075'}]","['45045395084119', '8003098568585801450019']"
71737402.89534460164961924066264288,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32303199061.99095334228923905828647,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13212571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3413.835126808723685458575915425493'}]","['43296894145121', '8330955565745198369928']"
71523871.72324839928171159268842974,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32404591125.20482868137090486505125,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13214571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3328.947367662896695117265659030565'}]","['40689410974354', '9262525760670670755764']"
69413492.75622081158219337909285025,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32502487096.40273630675056960604564,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13216571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3213.931341438590154325160945925588'}]","['36546025230893', '10226561812803375085697']"
69534494.15127934401854766972402922,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32661401833.1827762253270410954127,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13218571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3207.068323051950810413636357799061'}]","['36983995972255', '10149611701458305185372']"
71568123.64116270487383481891424724,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32815257674.27157716510631560230969,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13222571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3311.872979928607217203455630096051'}]","['40895504898545', '9261411572396385449122']"
72640680.52883638254613998347727353,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32893994122.69889741708623294563825,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13224571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3352.848202928225466509639138113736'}]","['43757434423706', '8614540342120190867594']"
72766969.66305778205279423170881842,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",32968885738.63031783485389217297438,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13226571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3373.082075419739617470770911591834'}]","['44250839914372', '8454027833027837499054']"
73350065.02158383558078332363434025,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",33040644232.94674457254997336161218,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13228571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3388.415245737302590233715190130964'}]","['44492326040737', '8516588696485909204115']"
74520303.9688001179584518048216079,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",33110555778.09460594494959483947177,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13230571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3409.373245545146418403649449770241'}]","['46965180896381', '8082166746754403448578']"
73409090.31754059337961980512453785,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",33205994466.04222907840970386409052,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,13232571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3559.321262571874706399613317774945'}]","['49949594182184', '6591002723481431452829']"
