token0,volumeToken1,token0Price,token1Price,blockNumber,volumeToken0,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10861571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10862571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10864571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10866571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10868071,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10868571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10870571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10872571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10874571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10876571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10878571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10880571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10881071,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10882571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10884571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10886571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10887571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10888571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10890571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10892571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10894071,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10894571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10896571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10898571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10900571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10902571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10904571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10906571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10907071,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10908571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10910571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10912571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10913571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10914571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
