token0,volumeToken1,token0Price,token1Price,blockNumber,volumeToken0,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,reserveUSD,id,volumeUSD
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",4.155240320447271977,0.02188803695552118819421258383219376,45.68705736526788704304384257146714,10092571,0.09090662,4.49554288,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",15,205.388125446581608889,1589819777,uniswapv2,87704.27190243279123172269892486759,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",29.842738482397828913,0.02197790786277808870667494302428785,45.50023624831032063156202619601722,10094571,0.67646155,5.76481145,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",35,262.30028290196437953,1589819777,uniswapv2,110693.9362970328594153478898849815,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",41.504597311155920507,0.0217495690355732156374531904286214,45.97792252179422256919659115959604,10096571,0.93196397,8.3073059,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",57,381.952667035044023735,1589819777,uniswapv2,162167.4611919150035687414422881813,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",66.133387031861884817,0.02199512589249702371260611691799137,45.46461815620341377274915345708919,10098571,1.47146527,10.16249134,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",98,462.033788288823959744,1589819777,uniswapv2,195705.8979280114055498296109221064,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",86.755324489015391962,0.02201044758966858908893614863934363,45.43296977156369503453293214036338,10100571,1.92506086,23.87919875,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",138,1084.902914977911572014,1589819777,uniswapv2,462308.8495046264369419375855269923,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,2874.541878291045711334324650540594
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",89.256201988162667045,0.02190947324008574270294049816002119,45.64235703167852614878880724588801,10101071,1.97981531,23.87919875,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",140,1089.902914977911572014,1589819777,uniswapv2,460468.5239842844273756248407463201,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,3402.83451558580540186938088515228
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",99.544955327266512908,0.02202441051275974451481651023807794,45.40416640984122760980196739748264,10101571,2.20607259,24.02637414,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",151,1090.89748967766591255,1589819777,univ2,465317.9933812100933068055263666282,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,5599.695253263872630678054168041917
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",111.464791979513205072,0.02185029821911802646945143331365287,45.76596575350376935928989409971515,10102571,2.46772194,23.98121406,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",168,1097.523421397403088022,1589819777,uniswapv2,469918.3463258514429749895853713599,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,8139.128174972564407571254312222439
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",138.866931808058492911,0.02213409037138480003229192842629619,45.17917760437136380023480340792297,10104571,3.06809557,24.44192804,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",192,1104.266207912424463442,1589819777,uniswapv2,462794.7006330621903428855521574092,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,13898.65812380804983907826437674595
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",173.373017578741661339,0.02207518186777178677270882730560171,45.29974004245598905933054601606648,10106571,3.82294718,24.35280959,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",205,1103.175943730429217517,1589819777,uniswapv2,462941.3736796073594647935797251589,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,21123.8755775535034346574381120504
